c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
G,P,O,Y,W,B,R,Y,R,a
G,G,Y,Y,W,B,R,P,R,a
B,G,B,P,W,Y,R,Y,O,a
P,B,Y,O,W,G,P,Y,R,a
O,B,P,B,W,G,Y,O,R,a
B,P,R,Y,W,G,O,R,Y,a
G,B,Y,P,W,O,R,B,R,a
G,B,R,O,W,Y,Y,R,P,a
G,B,R,G,W,O,Y,R,P,a
B,Y,G,Y,W,P,R,P,O,a
B,R,P,Y,W,P,G,R,Y,a
B,G,B,O,W,R,O,Y,P,a
B,R,O,Y,W,P,G,B,R,a
B,G,P,R,W,O,G,R,Y,a
O,B,R,P,W,G,Y,Y,P,a
B,G,R,R,W,O,P,Y,Y,a
G,B,Y,O,W,R,Y,P,P,a
G,B,P,G,W,O,R,R,Y,a
B,O,O,Y,W,R,B,P,Y,a
B,G,O,P,W,R,G,Y,R,a
O,B,P,G,W,R,Y,R,Y,a
B,P,R,Y,W,B,O,P,Y,a
B,G,G,R,W,Y,B,O,R,a
B,B,G,Y,W,R,P,O,Y,a
B,G,P,R,W,P,R,Y,Y,a
B,R,G,Y,W,O,P,G,R,a
G,O,Y,P,W,B,R,Y,P,a
B,G,O,R,W,P,G,Y,R,a
G,B,O,B,W,O,Y,P,R,a
B,G,P,Y,W,R,O,Y,B,a
B,G,O,Y,W,P,R,B,O,a
B,B,P,O,W,O,Y,R,G,a
B,B,O,Y,W,O,R,P,G,a
B,G,O,Y,W,R,R,O,B,a
B,P,O,R,W,Y,Y,G,R,a
G,B,Y,O,W,R,P,Y,R,a
B,O,P,Y,W,B,Y,P,R,a
B,P,G,R,W,Y,R,O,G,a
B,B,Y,P,W,O,Y,R,P,a
O,G,Y,P,W,B,R,Y,P,a
B,B,P,O,W,R,R,G,Y,a
G,B,R,R,W,O,Y,P,G,a
B,B,O,O,W,Y,P,Y,R,a
B,O,G,R,W,B,R,O,Y,a
O,B,P,Y,W,B,Y,O,R,a
B,P,B,R,W,Y,O,O,G,a
B,B,P,Y,W,P,O,O,Y,a
B,B,Y,Y,W,R,O,P,O,a
B,B,O,P,W,G,R,Y,Y,a
G,B,R,P,W,R,P,Y,Y,a
G,B,P,G,W,Y,R,O,R,a
B,B,P,Y,W,G,O,O,R,a
B,B,R,O,W,P,O,Y,Y,a
G,G,Y,R,W,B,O,P,R,a
P,G,R,R,W,Y,Y,G,P,a
B,B,Y,P,W,Y,P,O,R,a
G,G,O,P,W,Y,R,B,R,a
B,O,Y,R,W,Y,B,P,O,a
B,B,Y,R,W,G,P,O,O,a
B,R,R,Y,W,G,Y,P,G,a
B,O,G,Y,W,P,R,Y,P,a
B,B,Y,O,W,Y,R,G,P,a
G,O,P,P,W,B,R,Y,Y,a
B,R,P,Y,W,G,G,Y,R,a
B,B,P,Y,W,O,Y,P,R,a
B,P,R,R,W,G,O,B,Y,a
B,G,O,Y,W,R,O,B,R,a
P,B,R,G,W,R,Y,P,Y,a
B,G,O,Y,W,P,R,Y,R,a
B,G,P,R,W,R,Y,O,B,a
G,B,R,Y,W,B,O,O,R,a
B,R,G,Y,W,B,Y,O,P,a
O,R,Y,Y,W,G,R,B,P,a
G,B,P,R,W,O,Y,B,Y,a
B,P,R,Y,W,Y,G,R,P,a
B,P,O,R,W,G,B,R,Y,a
B,B,R,G,W,Y,G,O,R,a
B,B,G,R,W,Y,P,O,Y,a
O,B,Y,G,W,R,R,G,P,a
B,G,P,Y,W,Y,G,R,R,a
B,B,G,R,W,G,O,R,Y,a
B,O,O,R,W,G,Y,B,P,a
G,B,O,P,W,O,R,B,Y,a
B,B,O,Y,W,R,Y,G,P,a
G,O,R,Y,W,B,R,G,P,a
B,B,Y,Y,W,G,R,O,P,a
B,G,P,R,W,Y,P,R,Y,a
B,P,B,P,W,R,Y,Y,O,a
B,O,Y,R,W,B,Y,O,P,a
B,P,O,R,W,G,Y,R,G,a
B,P,R,Y,W,Y,P,G,O,a
B,B,Y,R,W,Y,P,G,O,a
O,B,Y,Y,W,P,R,G,P,a
B,O,G,R,W,B,Y,R,O,a
B,G,G,Y,W,O,P,R,R,a
B,G,O,R,W,B,O,G,R,a
B,G,O,Y,W,B,O,R,R,a
O,G,P,P,W,B,Y,R,Y,a
O,G,R,Y,W,R,Y,B,P,a
G,B,R,R,W,P,Y,Y,P,a
G,O,Y,Y,W,R,R,B,P,a
B,B,P,R,W,G,R,Y,O,a
G,P,G,P,W,R,Y,Y,R,a
P,B,Y,O,W,G,R,B,R,a
G,P,Y,Y,W,B,R,P,R,a
B,O,R,R,W,B,G,O,G,a
B,B,O,O,W,R,G,P,Y,a
B,P,R,Y,W,P,Y,R,G,a
B,O,Y,Y,W,P,P,R,B,a
B,G,Y,R,W,Y,P,O,R,a
B,B,P,R,W,O,G,O,Y,a
G,B,Y,R,W,Y,R,G,P,a
B,B,R,Y,W,Y,P,O,O,a
B,B,O,P,W,O,Y,Y,R,a
B,G,O,O,W,R,R,Y,B,a
O,B,P,O,W,P,Y,B,Y,a
B,B,P,Y,W,P,Y,R,O,a
B,P,O,R,W,Y,G,G,R,a
G,B,R,G,W,O,Y,B,R,a
G,P,O,Y,W,B,R,P,Y,a
O,P,R,Y,W,B,P,G,Y,a
B,B,Y,R,W,Y,P,O,P,a
G,B,Y,G,W,R,R,B,O,a
B,O,R,R,W,B,O,G,G,a
B,O,P,Y,W,B,R,Y,O,a
B,O,G,R,W,Y,P,B,R,a
B,P,O,P,W,Y,Y,R,G,a
G,O,Y,Y,W,B,R,R,P,a
B,B,O,G,W,Y,R,R,P,a
B,B,Y,O,W,G,R,Y,P,a
B,B,G,R,W,R,O,O,Y,a
B,P,G,R,W,O,Y,B,O,a
B,G,R,P,W,Y,O,B,Y,a
B,B,O,P,W,G,R,Y,O,a
G,B,R,G,W,Y,O,P,R,a
G,O,O,P,W,B,Y,B,R,a
B,B,G,P,W,O,R,R,Y,a
B,G,P,O,W,Y,O,B,R,a
G,G,R,Y,W,P,Y,B,R,a
B,Y,G,Y,W,P,G,R,R,a
B,G,B,R,W,R,G,O,O,a
B,G,G,O,W,R,R,B,Y,a
B,O,R,P,W,Y,B,Y,O,a
B,O,P,R,W,Y,Y,P,G,a
G,P,Y,R,W,B,P,O,Y,a
B,P,R,R,W,B,Y,O,G,a
B,R,Y,Y,W,P,G,R,P,a
B,P,R,P,W,R,Y,Y,G,a
B,P,O,R,W,Y,G,Y,B,a
B,G,R,Y,W,O,Y,B,P,a
G,B,R,Y,W,P,Y,P,R,a
G,P,P,R,W,B,Y,Y,R,a
B,G,P,Y,W,R,R,G,Y,a
O,P,P,Y,W,B,Y,G,R,a
B,O,P,R,W,B,Y,Y,P,a
O,B,R,G,W,Y,P,P,Y,a
B,O,Y,R,W,G,R,B,G,a
B,B,Y,R,W,O,G,Y,P,a
B,B,Y,R,W,G,O,P,O,a
G,B,Y,R,W,R,P,O,Y,a
B,G,Y,R,W,P,P,R,Y,a
B,B,G,Y,W,O,Y,R,P,a
G,B,R,G,W,O,P,Y,R,a
G,B,R,B,W,R,Y,G,O,a
B,R,Y,Y,W,G,P,P,R,a
P,B,R,G,W,Y,P,R,Y,a
B,R,Y,Y,W,O,O,B,P,a
B,G,B,R,W,R,O,O,Y,a
B,G,O,R,W,R,B,Y,G,a
B,B,P,R,W,Y,P,O,Y,a
B,B,R,R,W,O,G,Y,G,a
G,B,R,O,W,P,O,B,Y,a
B,G,O,Y,W,R,P,B,R,a
B,B,O,R,W,O,R,Y,G,a
G,B,Y,Y,W,G,R,P,R,a
B,G,B,R,W,Y,O,R,G,a
G,B,R,G,W,P,Y,Y,R,a
B,G,Y,R,W,P,G,R,O,a
B,B,R,O,W,Y,O,G,P,a
B,O,Y,P,W,R,R,Y,G,a
B,G,G,P,W,Y,R,R,Y,a
B,R,G,Y,W,G,O,P,R,a
G,B,Y,P,W,Y,R,R,O,a
B,G,P,R,W,P,Y,Y,R,a
B,O,Y,Y,W,R,B,P,O,a
B,B,O,Y,W,P,R,Y,O,a
G,P,R,Y,W,Y,P,B,R,a
B,B,O,R,W,G,R,Y,O,a
B,P,Y,Y,W,O,R,R,G,a
G,B,Y,R,W,B,Y,O,P,a
B,O,R,Y,W,B,O,G,P,a
G,B,P,R,W,O,Y,Y,R,a
B,G,Y,R,W,R,O,B,G,a
B,O,G,Y,W,B,R,R,G,a
B,R,O,Y,W,G,B,Y,P,a
B,B,O,P,W,Y,G,O,R,a
B,B,Y,R,W,O,O,P,G,a
B,R,P,R,W,G,Y,G,O,a
B,B,G,O,W,R,P,O,Y,a
B,G,R,R,W,P,G,Y,Y,a
B,B,O,Y,W,O,P,P,Y,a
G,B,R,O,W,P,R,B,Y,a
